	iYLI649_ID	iYLI649_Name	iYali_ID	iYali_Name	iYli21_ID	iYli21_Name
230	EX_melib_LPAREN_e_RPAREN_	Melibiose exchange	y004044	melibiose exchange	R1713	melibiose exchange
231	EX_met_L_LPAREN_e_RPAREN_	L Methionine exchange	y001902	L-methionine exchange	R1222	L-methionine exchange
232	EX_mmet_LPAREN_e_RPAREN_	S Methyl L methionine exchange	y002044	S-methyl-L-methionine exchange	R1320	S-methyl-L-methionine exchange
233	EX_na1_LPAREN_e_RPAREN_	Sodium exchange	y002049	sodium exchange	R1323	sodium exchange
234	EX_nh4_LPAREN_e_RPAREN_	Ammonia exchange	y001654	ammonium exchange	R1016	ammonium exchange
235	EX_nmn_LPAREN_e_RPAREN_	NMN exchange	y001968	NMN exchange	R1269	NMN exchange
236	EX_orn_LPAREN_e_RPAREN_	Ornithine exchange	y001987	ornithine exchange	R1282	ornithine exchange
237	EX_pap_LPAREN_e_RPAREN_	Adenosine 3 5 bisphosphate exchange	y001641	adenosine 3',5'-bismonophosphate exchange	R1005	adenosine 3',5'-bismonophosphate exchange
238	EX_phe_L_LPAREN_e_RPAREN_	L Phenylalanine exchange	y001903	L-phenylalanine exchange	R1223	L-phenylalanine exchange
239	EX_pi_LPAREN_e_RPAREN_	Phosphate exchange	y002005	phosphate exchange	R1296	phosphate exchange
240	EX_pnto_R_LPAREN_e_RPAREN_	R Pantothenate exchange	y001548	(R)-pantothenate exchange	R946	(R)-pantothenate exchange
241	EX_pro_L_LPAREN_e_RPAREN_	L Proline exchange	y001904	L-proline exchange	R1224	L-proline exchange
242	EX_ptrc_LPAREN_e_RPAREN_	Putrescine exchange	y002024	putrescine exchange	R1301	putrescine exchange
243	EX_pyr_LPAREN_e_RPAREN_	Pyruvate exchange	y002033	pyruvate exchange	R1310	pyruvate exchange
244	EX_rib_D_LPAREN_e_RPAREN_	D Ribose exchange	y001716	D-ribose exchange	R1072	D-ribose exchange
245	EX_ribflv_LPAREN_e_RPAREN_	Riboflavin exchange	y002038	riboflavin exchange	R1314	riboflavin exchange
246	EX_ser_L_LPAREN_e_RPAREN_	L Serine exchange	y001906	L-serine exchange	R1226	L-serine exchange
247	EX_so4_LPAREN_e_RPAREN_	Sulfate exchange	y002060	sulphate exchange	R1333	sulphate exchange
248	EX_spmd_LPAREN_e_RPAREN_	Spermidine exchange	y002051	spermidine exchange	R1325	spermidine exchange
249	EX_sprm_LPAREN_e_RPAREN_	Spermine exchange	y002052	spermine exchange	R1326	spermine exchange
250	EX_srb_L_LPAREN_e_RPAREN_	L Sorbose exchange	y001909	L-sorbose exchange	R1229	L-sorbose exchange
251	EX_succ_LPAREN_e_RPAREN_	Succinate exchange	y002056	succinate exchange	R1330	succinate exchange
252	EX_thr_L_LPAREN_e_RPAREN_	L Threonine exchange	y001911	L-threonine exchange	R1231	L-threonine exchange
253	EX_thym_LPAREN_e_RPAREN_	Thymine exchange	y002073	thymidine exchange	R1346	thymidine exchange
254	EX_thymd_LPAREN_e_RPAREN_	Thymidine exchange	y002073	thymidine exchange	R1346	thymidine exchange
255	EX_trp_L_LPAREN_e_RPAREN_	L Tryptophan exchange	y001912	L-tryptophan exchange	R1232	L-tryptophan exchange
256	EX_tyr_L_LPAREN_e_RPAREN_	L Tyrosine exchange	y001913	L-tyrosine exchange	R1233	L-tyrosine exchange
257	EX_ura_LPAREN_e_RPAREN_	Uracil exchange	y002090	uracil exchange	R1354	uracil exchange
258	EX_urea_LPAREN_e_RPAREN_	Urea exchange	y002091	urea exchange	R1355	urea exchange
259	EX_uri_LPAREN_e_RPAREN_	Uridine exchange	y002092	uridine exchange	R1356	uridine exchange
260	EX_val_L_LPAREN_e_RPAREN_	L Valine exchange	y001914	L-valine exchange	R1234	L-valine exchange
261	EX_xan_LPAREN_e_RPAREN_	Xanthine exchange	y002102	xanthosine exchange	R1366	xanthosine exchange
262	EX_xtsn_LPAREN_e_RPAREN_	Xanthosine exchange	y002102	xanthosine exchange	R1366	xanthosine exchange
263	EX_xyl_D_LPAREN_e_RPAREN_	D Xylose exchange	y001718	D-xylose exchange	R1074	D-xylose exchange
264	EX_xylt_LPAREN_e_RPAREN_	Xylitol exchange	y002104	xylitol exchange	R1368	xylitol exchange
265	EX_zymst_LPAREN_e_RPAREN_	zymosterol exchange	y002106	zymosterol exchange	R1369	zymosterol exchange
266	FACOAL140	fatty acid CoA ligase tetradecanoate	y000412	fatty-acid--CoA ligase (tetradecanoate)	R301	fatty-acid--CoA ligase (tetradecanoate)
267	FACOAL141	fatty acid CoA ligase tetradecenoate	y000412	fatty-acid--CoA ligase (tetradecanoate)	R301	fatty-acid--CoA ligase (tetradecanoate)
268	FACOAL160	fatty acid CoA ligase hexadecanoate	y000402	fatty-acid--CoA ligase (hexadecanoate)	R299	fatty-acid--CoA ligase (hexadecanoate)
269	FACOAL161	fatty acid CoA ligase hexadecenoate	y000402	fatty-acid--CoA ligase (hexadecanoate)	R299	fatty-acid--CoA ligase (hexadecanoate)
270	FACOAL180	fatty acid CoA ligase octadecanoate	y000400	fatty-acid--CoA ligase (dodecanoate)	R298	fatty-acid--CoA ligase (dodecanoate)
271	FACOAL181	fatty acid CoA ligase octadecenoate	y000410	fatty-acid--CoA ligase (octanoate)	R300	fatty-acid--CoA ligase (octanoate)
272	FACOAL182	fatty acid CoA ligase octadecynoate	y000410	fatty-acid--CoA ligase (octanoate)	R300	fatty-acid--CoA ligase (octanoate)
273	FALDH	formaldehyde dehydrogenase	y000443	formaldehyde dehydrogenase	R307	formaldehyde dehydrogenase
274	PGK	phosphoglycerate kinase	y000892	phosphoglycerate kinase	R642	phosphoglycerate kinase
275	PGM	phosphoglycerate mutase	y000893	phosphoglycerate mutase	R643	phosphoglycerate mutase
276	PYK	pyruvate kinase	y000962	pyruvate kinase	R694	pyruvate kinase
277	TPI	triose phosphate isomerase	y001054	triose-phosphate isomerase	R768	triose-phosphate isomerase
278	DOLPMTcer	Dolichyl phosphate D mannosyltransferase	y000361	dolichyl-phosphate D-mannosyltransferase	R288	dolichyl-phosphate D-mannosyltransferase
279	FBA2	D Fructose 1 phosphate D glyceraldehyde 3 phosphate lyase	y000322	D-fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase	R256	D-fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase
280	FBA3	Sedoheptulose 1 7 bisphosphate D glyceraldehyde 3 phosphate lyase	y000990	sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase	R720	sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase
281	FBP	fructose bisphosphatase	y000449	fructose-bisphosphatase	R312	fructose-bisphosphatase
282	FBP26	Fructose 2 6 bisphosphate 2 phosphatase	y000448	fructose-2,6-bisphosphate 2-phosphatase	R311	fructose-2,6-bisphosphate 2-phosphatase
283	FDH	formate dehydrogenase	y000445	formate dehydrogenase	R308	formate dehydrogenase
284	FKYNH	N Formyl L kynurenine amidohydrolase	y000762	N-formyl-L-kynurenine amidohydrolase	R563	N-formyl-L-kynurenine amidohydrolase
285	FMNAT	FMN adenylyltransferase	y000440	FMN adenylyltransferase	R306	FMN adenylyltransferase
286	FMNATm	FMN adenylyltransferase	y000440	FMN adenylyltransferase	R306	FMN adenylyltransferase
287	FTHFCL	5 formethyltetrahydrofolate cyclo ligase	y000084	5-formethyltetrahydrofolate cyclo-ligase	R64	5-formethyltetrahydrofolate cyclo-ligase
288	HSERTA	homoserine O trans acetylase	y000549	homoserine O-trans-acetylase	R401	homoserine O-trans-acetylase
289	FUMAC	fumarylacetoacetase	y300038	fumarylacetoacetase	R1960	fumarylacetoacetase
290	G6PDH2	glucose 6 phosphate dehydrogenase	y000466	glucose 6-phosphate dehydrogenase	R325	glucose 6-phosphate dehydrogenase
291	UMPK	UMP kinase	y001072	UMP kinase	R781	UMP kinase
292	GALK	galactokinase	y000458	galactokinase	R318	galactokinase
293	GALT	galactose 1 phosphate uridylyltransferase	y000459	galactose-1-phosphate uridylyltransferase	R319	galactose-1-phosphate uridylyltransferase
294	GALU	UTP glucose 1 phosphate uridylyltransferase	y001084	UTP-glucose-1-phosphate uridylyltransferase	R793	UTP-glucose-1-phosphate uridylyltransferase
295	FUM	fumarase	y000451	fumarase	R314	fumarase
296	MDH	malate dehydrogenase	y000713	malate dehydrogenase	R533	malate dehydrogenase
297	GF6PTA	glutamine fructose 6 phosphate transaminase	y000477	glutamine-fructose-6-phosphate transaminase	R335	glutamine-fructose-6-phosphate transaminase
298	GK1	guanylate kinase GMPATP	y000529	guanylate kinase (GMP:dATP)	R382	guanylate kinase (GMP:dATP)
299	GK2	guanylate kinase GMPdATP	y000529	guanylate kinase (GMP:dATP)	R382	guanylate kinase (GMP:dATP)
300	GLCP	glycogen phosphorylase	y000511	glycogen phosphorylase	R367	glycogen phosphorylase
301	NADH2_u6cm	NADH dehydrogenase cytosolicmitochondrial	y000770	NADH dehydrogenase, cytosolic/mitochondrial	R570	NADH dehydrogenase, cytosolic/mitochondrial
302	PPA	inorganic diphosphatase	y000568	inorganic diphosphatase	R419	inorganic diphosphatase
303	PPAm	inorganic diphosphatase	y000568	inorganic diphosphatase	R419	inorganic diphosphatase
304	GLCtv	glucose transport vacuolar	y001805	glucose transport, vacuolar	R1138	glucose transport, vacuolar
305	GLNTRS	Glutaminyl tRNA synthetase	y000478	glutaminyl-tRNA synthetase	R336	glutaminyl-tRNA synthetase
306	GND	phosphogluconate dehydrogenase	y000889	phosphogluconate dehydrogenase	R639	phosphogluconate dehydrogenase
307	GLUCYS	gamma glutamylcysteine synthetase	y000460	gamma-glutamylcysteine synthetase	R320	gamma-glutamylcysteine synthetase
308	GLUDC	Glutamate Decarboxylase	y000469	glutamate decarboxylase	R328	glutamate decarboxylase
309	GLUDxi	glutamate dehydrogenase NAD	y000470	glutamate dehydrogenase (NAD)	R329	glutamate dehydrogenase (NAD)
310	PGL	6 phosphogluconolactonase	y000091	6-phosphogluconolactonase	R71	6-phosphogluconolactonase
311	PGMT	phosphoglucomutase	y000888	phosphoglucomutase	R638	phosphoglucomutase
312	GLUSx	glutamate synthase NADH2	y000472	glutamate synthase (NADH2)	R331	glutamate synthase (NADH2)
313	GLUTRS	Glutamyl tRNA synthetase	y000479	glutamyl-tRNA synthetase	R337	glutamyl-tRNA synthetase
314	GLYC3Ptm	glycerol 3 phosphate shuttle	y001809	glycerol-3-phosphate shuttle	R1142	glycerol-3-phosphate shuttle
315	GLYCt	glycerol transport via channel	y001172	glycerol transport via channel	R857	glycerol transport via channel
316	GLYGS	glycogen starch synthase	y000510	glycogen (starch) synthase	R366	glycogen (starch) synthase
317	GLYK	glycerol kinase	y000488	glycerol kinase	R346	glycerol kinase
318	GLYOX	hydroxyacylglutathione hydrolase	y000553	hydroxyacylglutathione hydrolase	R405	hydroxyacylglutathione hydrolase
319	GLYTRS	Glycyl tRNA synthetase	y000512	glycyl-tRNA synthetase	R368	glycyl-tRNA synthetase
320	GMPS2	GMP synthase	y000514	GMP synthase	R369	GMP synthase
321	RPE	ribulose 5 phosphate 3 epimerase	y000984	ribulose 5-phosphate 3-epimerase	R714	ribulose 5-phosphate 3-epimerase
322	GRTT	geranyltranstransferase	y000462	geranyltranstransferase	R322	geranyltranstransferase
323	GTHO	glutathione oxidoreductase	y000481	glutathione oxidoreductase	R339	glutathione oxidoreductase
324	GTHP	glutathione peridoxase	y000483	glutathione peridoxase	R341	glutathione peridoxase
325	GTHS	glutathione synthetase	y000485	glutathione synthetase	R343	glutathione synthetase
326	GTMLT	g glutamyltransferase	y000457	g-glutamyltransferase	R317	g-glutamyltransferase
327	GTPCII	GTP cyclohydrolase II	y000525	GTP cyclohydrolase II	R378	GTP cyclohydrolase II
328	GUAPRT	guanine phosphoribosyltransferase	y000527	guanine phosphoribosyltransferase	R380	guanine phosphoribosyltransferase
329	RPI	ribose 5 phosphate isomerase	y000982	ribose-5-phosphate isomerase	R712	ribose-5-phosphate isomerase
330	HBZOPT6	Hydroxybenzoate octaprenyltransferase	y000555	hydroxybenzoate octaprenyltransferase	R407	hydroxybenzoate octaprenyltransferase
331	HCYSMT	homocysteine S methyltransferase	y000544	homocysteine S-methyltransferase	R397	homocysteine S-methyltransferase
332	HETZK	hydroxyethylthiazole kinase	y000556	hydroxyethylthiazole kinase	R408	hydroxyethylthiazole kinase
333	HEX1	hexokinase D glucoseATP	y000534	hexokinase (D-glucose:ATP)	R387	hexokinase (D-glucose:ATP)
334	HEX4	hexokinase D mannoseATP	y000535	hexokinase (D-mannose:ATP)	R388	hexokinase (D-mannose:ATP)
335	HISTD	histidinol dehydrogenase	y000536	histidinol dehydrogenase	R389	histidinol dehydrogenase
336	HISTP	histidinol phosphatase	y000537	histidinol-phosphatase	R390	histidinol-phosphatase
337	HISTRS	Histidyl tRNA synthetase	y000539	histidyl-tRNA synthetase	R392	histidyl-tRNA synthetase
338	HKYNH	3 Hydroxy L kynurenine hydrolase	y000045	3-hydroxy-L-kynurenine hydrolase	R41	3-hydroxy-L-kynurenine hydrolase
339	HMBS	hydroxymethylbilane synthase	y000557	hydroxymethylbilane synthase	R409	hydroxymethylbilane synthase
340	HMGCOAR	Hydroxymethylglutaryl CoA reductase	y000558	hydroxymethylglutaryl CoA reductase	R410	hydroxymethylglutaryl CoA reductase
341	HMGCOAS	Hydroxymethylglutaryl CoA synthase	y000559	hydroxymethylglutaryl CoA synthase	R411	hydroxymethylglutaryl CoA synthase
342	HMPK1	hydroxymethylpyrimidine kinase ATP	y000561	hydroxymethylpyrimidine kinase (ATP)	R413	hydroxymethylpyrimidine kinase (ATP)
343	HPPKm	2 amino 4 hydroxy 6 hydroxymethyldihydropteridine diphosphokinase mitochondrial	y000017	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	R14	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
344	HPROa	L hydroxyproline reductase NAD	y000687	L-hydroxyproline reductase (NADP)	R509	L-hydroxyproline reductase (NADP)
345	HPROb	L hydroxyproline reductase NADP	y000687	L-hydroxyproline reductase (NADP)	R509	L-hydroxyproline reductase (NADP)
346	HSK	homoserine kinase	y000548	homoserine kinase	R400	homoserine kinase
347	HSTPT	histidinol phosphate transaminase	y000538	histidinol-phosphate transaminase	R391	histidinol-phosphate transaminase
348	HXPRT	hypoxanthine phosphoribosyltransferase Hypoxanthine	y000562	hypoxanthine phosphoribosyltransferase (Hypoxanthine)	R414	hypoxanthine phosphoribosyltransferase (Hypoxanthine)
349	ICL	Isocitrate lyase	y000662	isocitrate lyase	R490	isocitrate lyase
350	IG3PS	Imidazole glycerol 3 phosphate synthase	y000563	Imidazole-glycerol-3-phosphate synthase	R415	Imidazole-glycerol-3-phosphate synthase
351	IGPDH	imidazoleglycerol phosphate dehydratase	y000564	imidazoleglycerol-phosphate dehydratase	R416	imidazoleglycerol-phosphate dehydratase
352	ILETRS	Isoleucyl tRNA synthetase	y000665	isoleucyl-tRNA synthetase	R493	isoleucyl-tRNA synthetase
353	IMPD	IMP dehydrogenase	y000565	IMP dehydrogenase	R417	IMP dehydrogenase
354	INDPYRD	Indole 3 pyruvate decarboxylase	y000567	indole-3-pyruvate decarboxylase		
355	IPDDI	isopentenyl diphosphate D isomerase	y000667	isopentenyl-diphosphate D-isomerase	R495	isopentenyl-diphosphate D-isomerase
356	OMPDC	orotidine 5 phosphate decarboxylase	y000821	orotidine-5'-phosphate decarboxylase	R612	orotidine-5'-phosphate decarboxylase
357	IPPS	2 isopropylmalate synthase	y000024	2-isopropylmalate synthase	R21	2-isopropylmalate synthase
358	ORPT	orotate phosphoribosyltransferase	y000820	orotate phosphoribosyltransferase	R611	orotate phosphoribosyltransferase
359	TMDS	thymidylate synthase	y001045	thymidylate synthase	R762	thymidylate synthase
360	KYN	kynureninase	y000670	kynureninase	R498	kynureninase
361	KYN3OX	kynurenine 3 monooxygenase	y000671	kynurenine 3-monooxygenase	R499	kynurenine 3-monooxygenase
362	HCITSm	homocitrate synthase	y000543	homocitrate synthase	R396	homocitrate synthase
363	LEUTRS	Leucyl tRNA synthetase	y000701	leucyl-tRNA synthetase	R522	leucyl-tRNA synthetase
364	LGTHL	lactoylglutathione lyase	y000697	lactoylglutathione lyase	R518	lactoylglutathione lyase
365	C14STR	C 14 sterol reductase	y000231	C-14 sterol reductase	R176	C-14 sterol reductase
366	LYSTRS	Lysyl tRNA synthetase	y000711	lysyl-tRNA synthetase	R531	lysyl-tRNA synthetase
367	MACACI	maleylacetoacetate isomerase	y300037	maleylacetoacetate isomerase	R1959	maleylacetoacetate isomerase
368	MALOAAtp	malateoxaloacetate shuttle	y001930	malate/oxaloacetate shuttle	R1248	malate/oxaloacetate shuttle
369	MALSp	malate synthase	y000716	malate synthase	R536	malate synthase
370	C3STDH1	C 3 sterol dehydrogenase 4 methylzymosterol	y000235	C-3 sterol dehydrogenase (4-methylzymosterol)	R179	C-3 sterol dehydrogenase (4-methylzymosterol)
371	C3STKR1	C 3 sterol keto reductase 4 methylzymosterol	y000236	C-3 sterol keto reductase (4-methylzymosterol)	R180	C-3 sterol keto reductase (4-methylzymosterol)
372	C3STKR2	C 3 sterol keto reductase zymosterol	y000237	C-3 sterol keto reductase (zymosterol)	R181	C-3 sterol keto reductase (zymosterol)
373	MCOATA	Malonyl CoA ACP transacylase	y000721	malonyl-CoA-ACP transacylase	R539	malonyl-CoA-ACP transacylase
374	C4STMO1	C 4 sterol methyl oxidase 4 4 dimethylzymosterol	y000241	C-4 sterol methyl oxidase (4,4-dimethylzymosterol)	R185	C-4 sterol methyl oxidase (4,4-dimethylzymosterol)
375	MDHp	malate dehydrogenase peroxisomal	y000715	malate dehydrogenase, peroxisomal	R535	malate dehydrogenase, peroxisomal
376	METAT	methionine adenosyltransferase	y000726	methionine adenosyltransferase	R544	methionine adenosyltransferase
377	METTRS	Methionyl tRNA synthetase	y000729	methionyl-tRNA synthetase	R547	methionyl-tRNA synthetase
378	MEVK1	mevalonate kinase atp	y000735	mevalonate kinase (atp)	R553	mevalonate kinase (atp)
379	MEVK2	mevalonate kinase ctp	y000736	mevalonate kinase (ctp)	R554	mevalonate kinase (ctp)
380	MEVK3	mevalonate kinase gtp	y000737	mevalonate kinase (gtp)	R555	mevalonate kinase (gtp)
381	LNS14DM	cytochrome P450 lanosterol 14 alpha demethylase NADP	y000317	cytochrome P450 lanosterol 14-alpha-demethylase (NADP)	R251	cytochrome P450 lanosterol 14-alpha-demethylase (NADP)
382	MHPGLUT	5 methyltetrahydropteroyltriglutamate homocysteine S methyltransferase	y000085	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase	R65	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase
383	MI1PP	myo inositol 1 phosphatase	y000757	myo-inositol 1-phosphatase	R558	myo-inositol 1-phosphatase
384	MI1PS	myo Inositol 1 phosphate synthase	y000758	myo-inositol-1-phosphate synthase	R559	myo-inositol-1-phosphate synthase
385	MMETt2	S methylmethionine permease	y001257	S-methylmethionine permease	R922	S-methylmethionine permease
386	MOHMT	3 methyl 2 oxobutanoate hydroxymethyltransferase	y000063	3-methyl-2-oxobutanoate hydroxymethyltransferase	R46	3-methyl-2-oxobutanoate hydroxymethyltransferase
387	LNSTLS	lanosterol synthase	y000698	lanosterol synthase	R519	lanosterol synthase
388	MEVK4	mevalonate kinase utp	y000738	mevalonate kinase (UTP)	R556	mevalonate kinase (UTP)
389	PMEVK	phosphomevalonate kinase	y000904	phosphomevalonate kinase	R646	phosphomevalonate kinase
390	NADK	NAD kinase	y000765	NAD kinase	R565	NAD kinase
391	NADKm	NAD kinase mitochondrial	y000772	NADH kinase mitochondrial	R572	NADH kinase mitochondrial
392	NADPPPS	NADP phosphatase	y000764	NAD diphosphatase	R564	NAD diphosphatase
393	NADPPPSm	NADP phosphatase	y000764	NAD diphosphatase	R564	NAD diphosphatase
394	NAPRT	NAPRTase	y000774	NAPRtase	R574	NAPRtase
395	NDP3	nucleoside diphosphatase GDP	y000788	nucleoside diphosphatase	R1273	nucleoside-diphosphatase (dGDP)
396	NDP4	nucleoside diphosphatase dGDP	y000788	nucleoside diphosphatase	R1273	nucleoside-diphosphatase (dGDP)
397	NDP3g	nucleoside diphosphatase GDP Golgi	y000810	nucleoside-diphosphatase (GDP), Golgi	R602	nucleoside-diphosphatase (GDP), Golgi
398	NDPK1	nucleoside diphosphate kinase ATPGDP	y000811	nucleoside-diphosphate kinase (ATP:UDP)	R603	nucleoside-diphosphate kinase (ATP:UDP)
399	NDPK2	nucleoside diphosphate kinase ATPUDP	y000811	nucleoside-diphosphate kinase (ATP:UDP)	R603	nucleoside-diphosphate kinase (ATP:UDP)
400	NDPK3	nucleoside diphosphate kinase ATPCDP	y000811	nucleoside-diphosphate kinase (ATP:UDP)	R603	nucleoside-diphosphate kinase (ATP:UDP)
401	NDPK4	nucleoside diphosphate kinase ATPdTDP	y000811	nucleoside-diphosphate kinase (ATP:UDP)	R603	nucleoside-diphosphate kinase (ATP:UDP)
402	NDPK5	nucleoside diphosphate kinase ATPdGDP	y000811	nucleoside-diphosphate kinase (ATP:UDP)	R603	nucleoside-diphosphate kinase (ATP:UDP)
403	NDPK6	nucleoside diphosphate kinase ATPdUDP	y000811	nucleoside-diphosphate kinase (ATP:UDP)	R603	nucleoside-diphosphate kinase (ATP:UDP)
404	NDPK7	nucleoside diphosphate kinase ATPdCDP	y000811	nucleoside-diphosphate kinase (ATP:UDP)	R603	nucleoside-diphosphate kinase (ATP:UDP)
405	NDPK8	nucleoside diphosphate kinase ATPdADP	y000811	nucleoside-diphosphate kinase (ATP:UDP)	R603	nucleoside-diphosphate kinase (ATP:UDP)
406	NDPK9	nucleoside diphosphate kinase ATPIDP	y000811	nucleoside-diphosphate kinase (ATP:UDP)	R603	nucleoside-diphosphate kinase (ATP:UDP)
407	SQLS	Squalene synthase	y001012	squalene synthase	R739	squalene synthase
408	NMNAT	nicotinamide nucleotide adenylyltransferase	y000783	nicotinamide-nucleotide adenylyltransferase	R578	nicotinamide-nucleotide adenylyltransferase
409	NNAT	nicotinate nucleotide adenylyltransferase	y000785	nicotinate-nucleotide adenylyltransferase	R580	nicotinate-nucleotide adenylyltransferase
410	NNDPR	nicotinate nucleotide diphosphorylase carboxylating	y000786	nicotinate-nucleotide diphosphorylase (carboxylating)	R581	nicotinate-nucleotide diphosphorylase (carboxylating)
